更新日期,#genre#
广东影视,http://119.125.134.176:9901/tsfile/live/1009_1.m3u8$IPV4•线路3
广东影视,http://183.11.239.36:808/hls/6/index.m3u8$IPV4•线路4
广东影视,http://222.218.158.25:8181/tsfile/live/1004_1.m3u8$IPV4•线路5
广东影视,http://58.254.14.231:808/hls/53/index.m3u8$IPV4•线路6
广东影视,http://14.112.86.85:4022/udp/239.77.0.217:5146$IPV4•线路7
广东影视,http://125.90.252.38:4022/udp/239.77.0.217:5146$IPV4•线路8
广东影视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%BD%B1%E8%A7%86$IPV4•线路9
广东影视,http://106.53.99.30/tv/gdcucc.php?id=33$IPV4•线路10
经济科教,http://mzitv.cn:32/tsfile/live/1011_1.m3u8$IPV4•线路1
经济科教,http://14.212.185.71:9901/tsfile/live/1004_1.m3u8$IPV4•线路2
经济科教,http://222.218.158.25:8181/tsfile/live/1003_1.m3u8$IPV4•线路3
经济科教,http://183.11.239.36:808/hls/4/index.m3u8$IPV4•线路4
经济科教,http://58.254.14.231:808/hls/502/index.m3u8$IPV4•线路5
经济科教,http://106.53.99.30/tv/gdcucc.php?id=3$IPV4•线路6
经济科教,http://106.53.99.30/tv/gdcucc.php?id=31$IPV4•线路7
岭南戏曲,https://iptv.catvod.com/live.php?id=%E5%B2%AD%E5%8D%97%E6%88%8F%E6%9B%B2$IPV4•线路1
岭南戏曲,http://106.53.99.30/tv/gdcucc.php?id=37$IPV4•线路2
现代教育,https://iptv.catvod.com/live.php?id=%E7%8E%B0%E4%BB%A3%E6%95%99%E8%82%B2$IPV4•线路1
现代教育,http://106.53.99.30/tv/gdcucc.php?id=38$IPV4•线路2
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$IPV4•线路1
大湾区卫视,http://www.xzbn.site:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路2
大湾区卫视,http://36.105.100.208:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路3
大湾区卫视,http://183.237.95.108:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws$IPV4•线路5
大湾区卫视,http://www.terrykang.xyz:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路6
大湾区卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路7
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8?migutoken=bad0a45eea94649f2e7f1b35e1d98d034b874a02984a76abb21e4537dee28f974e6da241dc7705109722be71c8b1302302b51cd4cb06c69ca55fdcf7279d415e0a0fce7c492b6842956ab34fcc$IPV4•线路8
大湾区卫视,http://nn.7x9d.cn/组播/咪咕视频.php?id=dwqws$IPV4•线路9
大湾区卫视,http://mzitv.cn:32/tsfile/live/1012_1.m3u8$IPV4•线路10
大湾区卫视,http://120.77.205.62:8087/rtp/239.77.0.215:5146$IPV4•线路11
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$IPV4•线路12
大湾区卫视,http://119.125.134.176:9901/tsfile/live/1026_1.m3u8$IPV4•线路13
大湾区卫视,http://222.218.158.25:8181/tsfile/live/1027_1.m3u8$IPV4•线路14
大湾区卫视,http://58.254.14.231:808/hls/51/index.m3u8$IPV4•线路15
大湾区卫视,http://goo.bkpcp.top/mg/dwqws$IPV4•线路16
大湾区卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86$IPV4•线路17
大湾区卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227278/1.m3u8$IPV4•线路18
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8$IPV4•线路19
🥝┃央视频道,#genre#
CCTV1,http://59.188.94.126:35455/bptv/10000100000000050000000003864351.m3u8$IPV4•线路1
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8$IPV4•线路2
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$IPV4•线路3
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8$IPV4•线路4
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$IPV4•线路5
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路6
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路7
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$IPV4•线路8
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$IPV4•线路9
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$IPV4•线路10
CCTV1,https://v.lib.tju.edu.cn/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/319faa5444-0-0-93c6e2d1598737cd82cb99e49c9e22bc/index.m3u8$IPV4•线路11
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$IPV4•线路12
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1$IPV4•线路13
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$IPV4•线路14
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$IPV4•线路15
CCTV1,http://www.terrykang.xyz:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$IPV4•线路16
CCTV1,http://dsm.huarunguoji.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$IPV4•线路17
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$IPV4•线路18
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120$IPV4•线路19
CCTV1,http://117.144.58.42:35455/gaoma/cctv1.m3u8$IPV4•线路20
CCTV1,http://newtv.fun:35455/gaoma/cctv1.m3u8$IPV4•线路21
CCTV1,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctv1hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路22
CCTV1,http://47.109.155.164/jd/%E5%B1%B1%E8%A5%BF.php?id=cctv1$IPV4•线路23
CCTV1,http://bxny.667789.cn:88/hls/1/index.m3u8$IPV4•线路24
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$IPV4•线路25
CCTV1,https://epg.pw/stream/8f2fe0a36753daf5033df67666c94fbcb82d57e5f326733baa3fa5526c3c0bcd.m3u8$IPV4•线路26
CCTV1,https://epg.pw/stream/0708164a2201ab82eb0c3f2d3ede428571b1b4bb1b8d3cfb3a9ed1201dd2fe68.m3u8$IPV4•线路27
CCTV1,https://epg.pw/stream/429ae5e0377c05e43ec9fa7aae9d77ccafe257fdca1816d8044bfd285f231613.m3u8$IPV4•线路28
CCTV1,https://epg.pw/stream/9c278a43d5bf7e515412f079507a71cfb8a263ff4938b30757880c9c7cd972b7.m3u8$IPV4•线路29
CCTV1,https://epg.pw/stream/607c5648b5a826285f1e94ceab76066c767e2ba5e1623b753a6ab2f4e380199d.m3u8$IPV4•线路30
CCTV1,https://epg.pw/stream/b8dcdc7ba56cbf09277896dfa81c05756e3da4cc48c5b0ad6ea090ab987fb77a.m3u8$IPV4•线路31
CCTV1,https://epg.pw/stream/9b729e6c878984d044d0552a24528d74fe7ef50bf62542ff952688d80f70e770.m3u8$IPV4•线路32
CCTV1,https://epg.pw/stream/7571be7517df6df6bcc71c21ab322ff1359bf258421cfa8c310b5879ac535dc4.m3u8$IPV4•线路33
CCTV1,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078203.m3u8$IPV4•线路34
CCTV1,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078226.m3u8$IPV4•线路35
CCTV1,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv1hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路36
CCTV1,http://goo.bkpcp.top/mg/cctv1$IPV4•线路37
CCTV1,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tv1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0.flv$IPV4•线路38
CCTV1,http://124.93.18.238:9003//hls/1/index.m3u8$IPV4•线路39
CCTV1,http://183.184.10.34:9003//hls/1/index.m3u8$IPV4•线路40
CCTV1,http://ttkx.cc:1380/公开源/mg9.php?id=cctv1$IPV4•线路41
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8$IPV4•线路42
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8$IPV4•线路43
CCTV1,http://106.52.196.79:80/TV/mui.php?id=cctv1$IPV4•线路44
CCTV1,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路45
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$IPV4•线路46
CCTV1,https://zby.130519.xyz/1PLTV/11/224/3221225673/index.m3u8$IPV4•线路47
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8$IPV4•线路48
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8$IPV4•线路49
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8$IPV4•线路50
CCTV1,http://m.061899.xyz/mg/cctv1$IPV4•线路51
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路52
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$IPV4•线路53
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1%E7%BB%BC%E5%90%88$IPV4•线路54
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1%20%E7%BB%BC%E5%90%88$IPV4•线路55
CCTV1,http://36.36.200.196:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路56
CCTV1,http://111.29.9.33:6610/000000001000/1000000001000021973/index.m3u8?channel-id=bestzb&Contentid=1000000001000021973&livemode=1&stbId=3$IPV4•线路57
CCTV1,http://111.48.34.138/000000001000PLTV/88888888/224/3221229665/1.m3u8$IPV4•线路58
CCTV1,http://111.48.34.138/000000001000PLTV/88888888/224/3221230440/1.m3u8$IPV4•线路59
CCTV1,http://111.48.34.138/000000001000PLTV/88888888/224/3221229968/1.m3u8$IPV4•线路60
CCTV1,http://111.48.34.138/000000001000PLTV/88888888/224/3221230563/1.m3u8$IPV4•线路61
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226691/.m3u8$IPV4•线路62
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226113/.m3u8$IPV4•线路63
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226731/.m3u8$IPV4•线路64
CCTV1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227262/1.m3u8$IPV4•线路65
CCTV1,http://219.150.217.47:6610/PLTV1/40/index.m3u8?icpid=dxrm1$IPV4•线路66
CCTV1,http://219.150.217.47:6610/PLTV1/940/index.m3u8?icpid=dxrm1$IPV4•线路67
CCTV1,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000311/index.m3u8$IPV4•线路68
CCTV1,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225777/1/index.m3u8?fmt=ts2hls$IPV4•线路69
CCTV1,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/1/index.m3u8?fmt=ts2hls$IPV4•线路70
CCTV1,http://192.168.6.1:7088/rtp://238.255.2.91:5999$IPV4•线路71
CCTV1,http://192.168.6.1:7088/rtp://238.255.0.113:4152$IPV4•线路72
CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8$IPV4•线路73
CCTV1,http://ygbh.site/php/bfgd.php?id=488$IPV4•线路74
CCTV1,http://ygbh.site/php/bfgd.php?id=201$IPV4•线路75
CCTV1,http://ygbh.site/php/bfgd.php?id=484$IPV4•线路76
CCTV1,http://ygbh.site/php/bfgd.php?id=489$IPV4•线路77
CCTV1,http://sh.lnott.top:880/dx01.m3u8$IPV4•线路78
CCTV1,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv1.flv$IPV4•线路79
CCTV1,http://php.cqshushu.ggff.net/jzb.php?id=cctv1&公众号【医工学习日志】$IPV4•线路80
CCTV2,http://59.188.94.126:35455/bptv/10000100000000050000000003407051.m3u8$IPV4•线路1
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路2
CCTV2,http://112.46.105.20:8009/hls/502/index.m3u8$IPV4•线路3
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路4
CCTV2,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8$IPV4•线路5
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$IPV4•线路6
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$IPV4•线路7
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$IPV4•线路8
CCTV2,http://liveali-tpsdr.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8?wsSecret=763b6f36b8c9cc0562a9a0220290921b&wsTime=1760876425$IPV4•线路9
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2$IPV4•线路10
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$IPV4•线路11
CCTV2,http://www.terrykang.xyz:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4•线路12
CCTV2,http://dsm.huarunguoji.top:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4•线路13
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8$IPV4•线路14
CCTV2,http://www.freetv.top/migu/631780532.m3u8?migutoken=d69d5e5f850768f4609f5e7c6f63984da2c614f71e21226d8dea3a6e40d20f871ca2d383cd042bac96e3e8178933a15192f0ffaef2e700eb95de835faecc0bb802bd0c50099bf3d1abe4ea5174$IPV4•线路15
CCTV2,http://117.144.58.42:35455/gaoma/cctv2.m3u8$IPV4•线路16
CCTV2,http://newtv.fun:35455/gaoma/cctv2.m3u8$IPV4•线路17
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=6c76ed4394c8c43f88aac34dab811cbf99f0534dd0deb2fa6a2515925b7e3485de13876836fa6823e42f5c7304cfe44911416d7ad0312b8fbf012adfe4f735fd37abdd31a3b3e6f645512cd090$IPV4•线路18
CCTV2,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv2hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路19
CCTV2,https://epg.pw/stream/9ae57cd4c14b62284d1867572b5c6d0eb610112cb78cb6bbc286e29f765cc7a5.m3u8$IPV4•线路20
CCTV2,https://epg.pw/stream/20786507e757fe067df9e9efbc2351b1124d211a591d4238ed5ba5520a252067.m3u8$IPV4•线路21
CCTV2,https://epg.pw/stream/f86540c126a751cc707e3805911549bd077fb5a7f0f53a824212d75addea3747.m3u8$IPV4•线路22
CCTV2,https://epg.pw/stream/e9ce2600ddd9798bc799287e8e331bbb84716754f777900fa8c20b9d7b376965.m3u8$IPV4•线路23
CCTV2,https://epg.pw/stream/0ff1a5df634b89d961ceb79e32ec6f09791aeca7014e15f5f8c6b8a92f5af3f1.m3u8$IPV4•线路24
CCTV2,https://epg.pw/stream/b1588dff37e0c4db282c42aef4ee6913d38baec2e947a471c86cd0c094f65ae3.m3u8$IPV4•线路25
CCTV2,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024075403.m3u8$IPV4•线路26
CCTV2,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv2hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$IPV4•线路27
CCTV2,http://goo.bkpcp.top/mg/cctv2$IPV4•线路28
CCTV2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tv2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p1qa.flv$IPV4•线路29
CCTV2,http://183.184.10.34:9003//hls/2/index.m3u8$IPV4•线路30
CCTV2,http://ttkx.cc:1380/公开源/mg9.php?id=cctv2$IPV4•线路31
CCTV2,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8$IPV4•线路32
CCTV2,http://106.52.196.79:80/TV/mui.php?id=cctv2$IPV4•线路33
CCTV2,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$IPV4•线路34
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$IPV4•线路35
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$IPV4•线路36
CCTV2,http://m.061899.xyz/mg/cctv2$IPV4•线路37
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$IPV4•线路38
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$IPV4•线路39
CCTV2,https://iptv.catvod.com/live.php?id=CCTV2%E8%B4%A2%E7%BB%8F$IPV4•线路40
CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2%20%E8%B4%A2%E7%BB%8F$IPV4•线路41
CCTV2,http://36.36.200.196:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路42
CCTV2,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3$IPV4•线路43
CCTV2,http://111.48.34.138/000000001000PLTV/88888888/224/3221229893/1.m3u8$IPV4•线路44
CCTV2,http://111.48.34.138/000000001000PLTV/88888888/224/3221230359/1.m3u8$IPV4•线路45
CCTV2,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226567/.m3u8$IPV4•线路46
CCTV2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226569/1.m3u8$IPV4•线路47
CCTV2,http://219.150.217.47:6610/PLTV1/60/index.m3u8?icpid=dxrm1$IPV4•线路48
CCTV2,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000317/index.m3u8$IPV4•线路49
CCTV2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/1/index.m3u8?fmt=ts2hls$IPV4•线路50
CCTV2,http://192.168.6.1:7088/rtp://238.255.2.11:5999$IPV4•线路51
CCTV2,http://111.43.126.240:9003/hls/14/index.m3u8$IPV4•线路52
CCTV2,http://ygbh.site/php/bfgd.php?id=061$IPV4•线路53
CCTV2,http://sh.lnott.top:880/dx02.m3u8$IPV4•线路54
CCTV2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv2.flv$IPV4•线路55
CCTV2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4•线路56
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路1
CCTV3,http://112.46.105.20:8009/hls/3/index.m3u8$IPV4•线路2
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$IPV4•线路3
